Day of week;Day of month;Month ;Year;Hour;Appliances;lights;RH_1;RH_2;RH_3;RH_4;RH_5;RH_6;RH_7;RH_8;RH_9;RH_out;T1;T2;T3;T4;T5;T6;T7;T8;T9;T_out;Press_mm_hg;Windspeed;Visibility;Tdewpoint;
Δευτέρα;28;March;2016;22:40;50;0;38,20%;40,56%;38,59%;38,70%;46,29%;61,45%;33,59%;41,57%;40,66%;85,33%;23,17;20,50;23,20;20,79;20,20;6,15;21,36;23,86;20,50;6,80;744,8;6,67;32,67;4,43;
Δευτέρα;28;March;2016;22:50;50;0;38,20%;40,70%;38,59%;38,70%;46,29%;62,39%;33,65%;41,86%;40,86%;86,67%;23,10;20,46;23,17;20,79;20,20;6,40;21,29;23,82;20,50;6,65;744,9;6,83;30,83;4,52;
Δευτέρα;28;March;2016;23:00;40;0;38,20%;40,70%;38,59%;38,79%;46,20%;61,47%;33,73%;42,34%;41,13%;88,00%;23,10;20,32;23,17;20,79;20,20;6,59;21,29;23,79;20,50;6,50;745,0;7,00;29,00;4,60;
Δευτέρα;28;March;2016;23:10;40;0;38,20%;40,73%;38,59%;38,79%;46,20%;60,97%;33,79%;42,60%;41,33%;88,33%;23,10;20,29;23,17;20,79;20,20;6,54;21,29;23,79;20,50;6,50;745,1;7,00;34,50;4,65;
Δευτέρα;28;March;2016;23:20;40;10;38,09%;40,79%;38,59%;38,79%;46,16%;60,41%;33,79%;42,70%;41,53%;88,67%;23,00;20,29;23,10;20,76;20,20;6,35;21,29;23,78;20,50;6,50;745,2;7,00;40,00;4,70;
Δευτέρα;28;March;2016;23:30;40;0;38,09%;40,79%;38,59%;38,87%;46,09%;59,90%;33,86%;42,61%;41,66%;89,00%;23,00;20,20;23,10;20,75;20,20;6,15;21,29;23,71;20,50;6,50;745,2;7,00;45,50;4,75;
Δευτέρα;28;March;2016;23:40;50;0;38,09%;40,86%;38,53%;38,90%;46,16%;59,18%;33,86%;42,59%;41,83%;89,33%;22,96;20,13;23,10;20,70;20,20;5,91;21,29;23,70;20,50;6,50;745,3;7,00;51,00;4,80;
Δευτέρα;28;March;2016;23:50;60;0;38,09%;40,93%;38,59%;38,90%;46,09%;58,96%;33,86%;42,63%;41,90%;89,67%;22,89;20,10;23,13;20,70;20,20;5,67;21,29;23,66;20,50;6,50;745,5;7,00;56,50;4,85;
Τρίτη;29;March;2016;0:00;50;0;38,09%;41,06%;38,59%;38,90%;46,16%;59,18%;33,86%;42,78%;41,97%;90,00%;22,89;20,10;23,20;20,70;20,10;5,50;21,29;23,58;20,50;6,50;745,6;7,00;62,00;4,90;
Τρίτη;29;March;2016;0:10;60;0;38,03%;41,03%;38,59%;38,90%;46,09%;59,39%;33,73%;43,03%;42,03%;89,00%;22,82;19,96;23,20;20,70;20,10;5,54;21,23;23,51;20,53;6,38;745,7;7,00;58,33;4,63;
Τρίτη;29;March;2016;0:20;50;0;37,90%;41,16%;38,59%;38,83%;46,09%;59,23%;33,79%;43,34%;42,16%;88,00%;22,79;19,89;23,20;20,63;20,10;5,60;21,29;23,50;20,53;6,27;745,8;7,00;54,67;4,37;
Τρίτη;29;March;2016;0:30;50;0;37,90%;41,23%;38,59%;38,79%;46,09%;59,10%;33,73%;43,40%;42,23%;87,00%;22,79;19,89;23,20;20,60;20,10;5,62;21,23;23,50;20,50;6,15;745,9;7,00;51,00;4,10;
Τρίτη;29;March;2016;0:40;70;0;37,90%;41,23%;38,69%;38,79%;46,09%;59,07%;33,70%;43,43%;42,29%;86,00%;22,79;19,82;23,25;20,60;20,10;5,59;21,20;23,50;20,50;6,03;746,0;7,00;47,33;3,83;
Τρίτη;29;March;2016;0:50;60;10;37,90%;41,33%;38,66%;38,79%;46,09%;59,12%;33,70%;43,57%;42,40%;85,00%;22,70;19,79;23,20;20,60;20,10;5,52;21,20;23,42;20,53;5,92;746,1;7,00;43,67;3,57;
Τρίτη;29;March;2016;1:00;70;0;37,90%;41,40%;38,79%;38,79%;46,09%;59,03%;33,70%;43,66%;42,47%;84,00%;22,70;19,73;23,29;20,60;20,10;5,37;21,20;23,39;20,53;5,80;746,2;7,00;40,00;3,30;
Τρίτη;29;March;2016;1:10;50;0;37,86%;41,55%;38,79%;38,79%;46,09%;60,03%;33,70%;43,79%;42,50%;84,17%;22,70;19,70;23,29;20,60;20,10;5,37;21,20;23,39;20,57;5,80;746,3;7,00;40,00;3,32;
Τρίτη;29;March;2016;1:20;70;0;37,79%;41,56%;38,76%;38,79%;46,09%;60,42%;33,70%;43,90%;42,56%;84,33%;22,70;19,67;23,29;20,60;20,10;5,40;21,20;23,39;20,50;5,80;746,4;7,00;40,00;3,33;
Τρίτη;29;March;2016;1:30;50;0;37,76%;41,63%;38,76%;38,70%;46,09%;60,40%;33,70%;43,90%;42,59%;84,50%;22,60;19,67;23,29;20,53;20,10;5,40;21,20;23,39;20,53;5,80;746,5;7,00;40,00;3,35;
Τρίτη;29;March;2016;1:40;60;0;37,70%;41,63%;38,79%;38,76%;46,09%;61,10%;33,70%;43,81%;42,59%;84,67%;22,60;19,60;23,32;20,53;20,10;5,52;21,17;23,36;20,60;5,80;746,6;7,00;40,00;3,37;
Τρίτη;29;March;2016;1:50;50;0;37,70%;41,70%;38,79%;38,70%;46,09%;61,18%;33,70%;43,64%;42,70%;84,83%;22,60;19,60;23,32;20,53;20,10;5,69;21,17;23,30;20,50;5,80;746,7;7,00;40,00;3,38;
Τρίτη;29;March;2016;2:00;50;0;37,70%;41,70%;38,79%;38,70%;46,03%;60,67%;33,70%;43,52%;42,70%;85,00%;22,60;19,50;23,39;20,53;20,10;5,91;21,10;23,29;20,57;5,80;746,7;7,00;40,00;3,40;
Τρίτη;29;March;2016;2:10;60;0;37,70%;41,76%;38,79%;38,70%;46,03%;60,87%;33,70%;43,40%;42,79%;84,83%;22,60;19,50;23,32;20,50;20,10;5,97;21,10;23,29;20,60;5,83;746,8;7,17;40,00;3,40;
Τρίτη;29;March;2016;2:20;60;10;37,70%;41,76%;38,79%;38,70%;46,09%;61,66%;33,70%;43,37%;42,86%;84,67%;22,53;19,46;23,29;20,50;20,10;5,82;21,10;23,29;20,60;5,87;746,9;7,33;40,00;3,40;
Τρίτη;29;March;2016;2:30;60;0;37,70%;41,76%;38,79%;38,70%;46,06%;62,42%;33,73%;43,23%;42,90%;84,50%;22,50;19,39;23,29;20,50;20,07;5,79;21,10;23,27;20,60;5,90;747,0;7,50;40,00;3,40;
Τρίτη;29;March;2016;2:40;60;0;37,70%;41,79%;38,79%;38,70%;46,06%;62,55%;33,79%;43,18%;42,90%;84,33%;22,50;19,39;23,32;20,50;20,07;5,82;21,10;23,22;20,60;5,93;747,0;7,67;40,00;3,40;
Τρίτη;29;March;2016;2:50;70;0;37,73%;41,79%;38,86%;38,63%;46,03%;62,29%;33,79%;43,08%;43,00%;84,17%;22,50;19,39;23,32;20,43;20,03;5,90;21,10;23,20;20,60;5,97;747,1;7,83;40,00;3,40;
Τρίτη;29;March;2016;3:00;60;0;37,79%;41,90%;38,90%;38,59%;46,03%;61,77%;33,79%;42,97%;43,07%;84,00%;22,50;19,39;23,39;20,39;20,03;5,97;21,10;23,20;20,60;6,00;747,2;8,00;40,00;3,40;
Τρίτη;29;March;2016;3:10;60;0;37,70%;41,90%;38,90%;38,59%;46,00%;62,10%;33,70%;42,90%;43,09%;84,50%;22,39;19,39;23,39;20,39;20,00;5,88;21,00;23,19;20,60;5,98;747,2;7,83;40,00;3,48;
Τρίτη;29;March;2016;3:20;40;0;37,70%;41,90%;38,79%;38,59%;46,00%;62,05%;33,76%;42,83%;43,20%;85,00%;22,39;19,29;23,39;20,39;20,00;5,91;21,07;23,11;20,60;5,97;747,2;7,67;40,00;3,57;
Τρίτη;29;March;2016;3:30;60;0;37,70%;41,97%;38,86%;38,59%;46,00%;61,67%;33,73%;42,79%;43,20%;85,50%;22,39;19,29;23,39;20,39;20,00;5,92;21,03;23,10;20,60;5,95;747,3;7,50;40,00;3,65;
Τρίτη;29;March;2016;3:40;50;0;37,70%;42,00%;38,86%;38,59%;46,00%;61,45%;33,86%;42,79%;43,29%;86,00%;22,39;19,29;23,39;20,39;20,00;5,88;21,10;23,10;20,60;5,93;747,3;7,33;40,00;3,73;
Τρίτη;29;March;2016;3:50;50;0;37,70%;42,00%;38,79%;38,59%;46,00%;61,37%;33,79%;42,79%;43,36%;86,50%;22,29;19,29;23,32;20,39;20,00;5,82;21,07;23,10;20,60;5,92;747,4;7,17;40,00;3,82;
Τρίτη;29;March;2016;4:00;70;0;37,70%;41,90%;38,84%;38,59%;46,00%;61,22%;33,73%;42,80%;43,40%;87,00%;22,29;19,20;23,34;20,39;20,00;5,79;21,00;23,08;20,60;5,90;747,5;7,00;40,00;3,90;
Τρίτη;29;March;2016;4:10;50;0;37,70%;41,90%;38,83%;38,59%;46,00%;60,52%;33,79%;42,82%;43,40%;87,00%;22,29;19,20;23,36;20,39;20,00;5,79;21,00;23,08;20,60;5,85;747,5;7,33;40,00;3,83;
Τρίτη;29;March;2016;4:20;70;0;37,73%;41,90%;38,83%;38,59%;46,09%;59,98%;33,79%;42,76%;43,43%;87,00%;22,29;19,20;23,29;20,32;20,00;5,82;21,00;23,01;20,53;5,80;747,6;7,67;40,00;3,77;
Τρίτη;29;March;2016;4:30;50;0;37,73%;41,90%;38,83%;38,59%;46,09%;59,52%;33,76%;42,73%;43,50%;87,00%;22,29;19,17;23,32;20,39;20,00;5,82;21,00;23,00;20,60;5,75;747,7;8,00;40,00;3,70;
Τρίτη;29;March;2016;4:40;70;0;37,66%;41,90%;38,83%;38,59%;46,09%;59,01%;33,70%;42,70%;43,53%;87,00%;22,20;19,10;23,39;20,29;20,00;5,84;21,00;23,00;20,60;5,70;747,7;8,33;40,00;3,63;
Τρίτη;29;March;2016;4:50;60;0;37,66%;41,90%;38,79%;38,59%;46,09%;58,05%;33,70%;42,69%;43,59%;87,00%;22,20;19,13;23,39;20,29;20,00;5,61;21,00;23,00;20,60;5,65;747,8;8,67;40,00;3,57;
Τρίτη;29;March;2016;5:00;80;0;37,73%;41,90%;38,79%;38,59%;46,09%;58,39%;33,70%;42,62%;43,63%;87,00%;22,20;19,20;23,32;20,29;20,00;5,37;21,00;23,00;20,60;5,60;747,8;9,00;40,00;3,50;
Τρίτη;29;March;2016;5:10;60;0;38,06%;42,03%;38,79%;38,59%;46,16%;59,20%;33,70%;42,70%;43,70%;86,83%;22,20;19,10;23,29;20,29;20,00;5,45;20,93;22,92;20,60;5,55;747,9;8,67;40,00;3,43;
Τρίτη;29;March;2016;5:20;50;10;38,40%;42,49%;38,66%;38,59%;46,20%;58,63%;33,70%;42,70%;43,70%;86,67%;22,20;19,10;23,23;20,29;20,00;5,40;21,00;22,93;20,60;5,50;748,0;8,33;40,00;3,37;
Τρίτη;29;March;2016;5:30;60;0;38,40%;42,63%;38,47%;38,59%;46,20%;59,04%;33,70%;42,80%;43,70%;86,50%;22,20;19,00;23,17;20,29;20,00;5,38;20,93;22,90;20,60;5,45;748,1;8,00;40,00;3,30;
Τρίτη;29;March;2016;5:40;50;0;38,43%;42,76%;38,40%;38,59%;46,23%;58,58%;33,70%;42,81%;43,59%;86,33%;22,17;19,00;23,17;20,29;19,96;5,30;20,89;22,91;20,53;5,40;748,1;7,67;40,00;3,23;
Τρίτη;29;March;2016;5:50;60;0;38,50%;42,93%;38,36%;38,46%;46,29%;58,61%;33,70%;42,79%;43,53%;86,17%;22,10;19,00;23,10;20,23;19,96;5,04;20,89;22,89;20,53;5,35;748,2;7,33;40,00;3,17;
Τρίτη;29;March;2016;6:00;40;0;38,50%;43,00%;38,29%;38,59%;46,29%;59,63%;33,70%;42,79%;43,47%;86,00%;22,10;19,00;23,10;20,29;19,89;5,07;20,89;22,89;20,57;5,30;748,2;7,00;40,00;3,10;
Τρίτη;29;March;2016;6:10;30;0;38,43%;43,00%;38,22%;38,53%;46,29%;59,17%;33,70%;42,79%;43,40%;85,83%;22,10;19,00;23,10;20,23;19,96;5,06;20,89;22,89;20,57;5,27;748,3;7,17;40,00;3,05;
Τρίτη;29;March;2016;6:20;40;0;38,36%;43,00%;37,96%;38,66%;46,40%;58,79%;33,70%;42,76%;43,34%;85,67%;22,10;19,00;23,03;20,29;20,00;4,75;20,89;22,86;20,50;5,23;748,4;7,33;40,00;3,00;
Τρίτη;29;March;2016;6:30;40;0;38,23%;43,00%;37,90%;38,66%;46,47%;59,98%;33,70%;42,75%;43,26%;85,50%;22,03;18,89;23,00;20,26;20,00;4,63;20,89;22,85;20,50;5,20;748,5;7,50;40,00;2,95;
Τρίτη;29;March;2016;6:40;60;0;38,20%;43,00%;37,83%;38,72%;46,53%;60,41%;33,70%;42,73%;43,20%;85,33%;22,00;18,89;22,93;20,26;19,89;4,69;20,89;22,82;20,50;5,17;748,6;7,67;40,00;2,90;
Τρίτη;29;March;2016;6:50;60;0;38,20%;43,00%;37,73%;38,83%;46,59%;60,44%;33,63%;42,70%;43,09%;85,17%;22,00;18,89;22,89;20,29;19,89;4,69;20,82;22,79;20,50;5,13;748,7;7,83;40,00;2,85;
Τρίτη;29;March;2016;7:00;70;0;38,23%;42,93%;37,73%;38,90%;46,63%;60,56%;33,70%;42,69%;43,09%;85,00%;22,00;18,89;22,82;20,29;20,00;4,69;20,89;22,79;20,50;5,10;748,7;8,00;40,00;2,80;
Τρίτη;29;March;2016;7:10;50;0;38,43%;42,93%;37,59%;38,93%;46,70%;60,70%;33,63%;42,64%;43,00%;85,17%;22,00;18,89;22,79;20,23;19,93;4,82;20,82;22,79;20,50;5,08;748,8;8,00;40,00;2,80;
Τρίτη;29;March;2016;7:20;70;0;38,45%;42,86%;37,52%;39,00%;46,70%;60,92%;33,70%;42,62%;42,93%;85,33%;22,00;18,89;22,79;20,29;20,00;5,04;20,89;22,79;20,50;5,07;749,0;8,00;40,00;2,80;
Τρίτη;29;March;2016;7:30;60;0;38,50%;42,79%;37,56%;39,00%;46,62%;60,85%;33,63%;42,58%;42,76%;85,50%;22,00;18,95;22,79;20,29;19,97;5,28;20,89;22,79;20,50;5,05;749,1;8,00;40,00;2,80;
Τρίτη;29;March;2016;7:40;60;0;38,43%;42,70%;37,53%;39,06%;46,59%;60,70%;33,59%;42,51%;42,57%;85,67%;22,00;19,00;22,82;20,29;19,96;5,68;20,86;22,79;20,50;5,03;749,2;8,00;40,00;2,80;
Τρίτη;29;March;2016;7:50;60;0;38,40%;42,70%;37,53%;39,09%;46,59%;59,22%;33,59%;42,56%;42,36%;85,83%;22,00;19,00;22,89;20,29;19,96;5,97;20,79;22,79;20,50;5,02;749,2;8,00;40,00;2,80;
Τρίτη;29;March;2016;8:00;60;0;38,40%;42,72%;37,47%;39,16%;46,53%;58,38%;33,50%;42,61%;42,16%;86,00%;22,00;19,13;22,79;20,29;19,96;6,35;20,79;22,79;20,50;5,00;749,3;8,00;40,00;2,80;
Τρίτη;29;March;2016;8:10;50;0;38,40%;42,53%;37,40%;39,20%;46,50%;56,36%;33,50%;42,80%;41,93%;85,17%;21,89;19,13;22,79;20,29;19,89;6,58;20,79;22,79;20,50;5,22;749,4;8,00;37,83;2,87;
Τρίτη;29;March;2016;8:20;70;0;38,40%;42,53%;37,43%;39,13%;46,43%;55,95%;33,50%;43,08%;41,73%;84,33%;21,89;19,10;22,82;20,29;19,89;6,78;20,79;22,79;20,50;5,43;749,5;8,00;35,67;2,93;
Τρίτη;29;March;2016;8:30;80;0;38,40%;42,53%;37,43%;39,09%;59,53%;54,70%;33,50%;43,05%;41,50%;83,50%;21,89;19,10;22,82;20,20;20,43;7,06;20,79;22,79;20,43;5,65;749,6;8,00;33,50;3,00;
Τρίτη;29;March;2016;8:40;80;0;38,47%;42,50%;37,40%;39,03%;82,33%;53,37%;33,56%;43,06%;41,30%;82,67%;21,89;19,10;22,89;20,20;21,63;7,34;20,79;22,79;20,43;5,87;749,6;8,00;31,33;3,07;
Τρίτη;29;March;2016;8:50;90;0;38,50%;42,50%;37,33%;39,00%;80,43%;51,61%;33,50%;43,20%;41,13%;81,83%;21,89;19,17;22,89;20,20;21,13;7,58;20,79;22,79;20,43;6,08;749,7;8,00;29,17;3,13;
Τρίτη;29;March;2016;9:00;100;0;38,50%;42,47%;37,29%;39,00%;80,77%;49,30%;33,56%;43,09%;41,07%;81,00%;21,89;19,23;22,89;20,20;20,86;8,10;20,79;22,79;20,43;6,30;749,7;8,00;27,00;3,20;
Τρίτη;29;March;2016;9:10;100;0;38,40%;42,27%;37,29%;38,93%;81,53%;46,60%;33,56%;42,93%;40,93%;80,00%;21,79;19,36;22,89;20,20;20,70;8,30;20,79;22,81;20,46;6,47;749,8;8,00;29,17;3,20;
Τρίτη;29;March;2016;9:20;100;0;38,47%;42,06%;37,29%;38,90%;81,93%;45,95%;33,50%;42,99%;40,73%;79,00%;21,86;19,39;22,89;20,20;20,70;8,30;20,79;22,88;20,46;6,63;749,9;8,00;31,33;3,20;
Τρίτη;29;March;2016;9:30;70;0;38,47%;41,93%;37,29%;38,90%;81,40%;45,13%;33,50%;43,02%;40,45%;78,00%;21,86;19,46;22,89;20,20;20,60;8,53;20,79;22,99;20,39;6,80;750,0;8,00;33,50;3,20;
Τρίτη;29;March;2016;9:40;80;0;38,40%;41,76%;37,29%;38,90%;81,00%;46,39%;33,56%;42,99%;40,26%;77,00%;21,79;19,60;22,89;20,20;20,60;8,68;20,79;23,09;20,39;6,97;750,1;8,00;35,67;3,20;
Τρίτη;29;March;2016;9:50;70;0;38,50%;41,70%;37,29%;38,90%;79,33%;46,22%;33,50%;42,90%;40,13%;76,00%;21,79;19,60;22,89;20,20;20,60;8,98;20,79;23,12;20,39;7,13;750,2;8,00;37,83;3,20;
Τρίτη;29;March;2016;10:00;80;0;38,50%;41,56%;37,26%;38,90%;74,00%;45,88%;33,56%;42,96%;39,86%;75,00%;21,79;19,73;22,86;20,23;20,53;9,24;20,79;23,18;20,39;7,30;750,2;8,00;40,00;3,20;
Τρίτη;29;March;2016;10:10;80;0;38,53%;41,36%;37,20%;38,90%;65,36%;45,13%;33,56%;43,05%;39,73%;75,17%;21,79;19,79;22,79;20,23;20,43;9,54;20,79;23,20;20,39;7,52;750,3;7,83;40,00;3,43;
Τρίτη;29;March;2016;10:20;80;0;38,59%;41,36%;37,26%;38,79%;61,42%;42,66%;33,56%;43,09%;39,69%;75,33%;21,79;19,93;22,86;20,20;20,50;1,01;20,79;23,20;20,46;7,73;750,4;7,67;40,00;3,67;
Τρίτη;29;March;2016;10:30;90;0;38,59%;41,10%;37,20%;38,79%;58,67%;39,84%;33,59%;43,17%;39,56%;75,50%;21,79;20,07;22,79;20,26;20,43;1,07;20,79;23,27;20,46;7,95;750,5;7,50;40,00;3,90;
Τρίτη;29;March;2016;10:40;80;0;38,70%;40,79%;37,20%;38,79%;57,02%;39,23%;33,53%;43,20%;39,53%;75,67%;21,79;20,25;22,79;20,29;20,42;1,09;20,79;23,29;20,43;8,17;750,6;7,33;40,00;4,13;
Τρίτη;29;March;2016;10:50;80;0;38,70%;40,59%;37,20%;38,79%;55,63%;38,13%;33,63%;43,22%;39,59%;75,83%;21,79;20,39;22,79;20,29;20,46;1,11;20,89;23,32;20,50;8,38;750,7;7,17;40,00;4,37;
Τρίτη;29;March;2016;11:00;60;0;38,79%;40,53%;37,20%;38,70%;54,46%;36,69%;33,63%;43,20%;39,56%;76,00%;21,79;20,39;22,79;20,29;20,39;1,13;20,89;23,38;20,46;8,60;750,7;7,00;40,00;4,60;
Τρίτη;29;March;2016;11:10;50;0;38,79%;40,43%;37,20%;38,70%;53,87%;33,79%;33,56%;43,17%;39,50%;75,50%;21,79;20,39;22,79;20,29;20,39;1,10;20,79;23,39;20,39;8,68;750,8;7,00;40,00;4,58;
Τρίτη;29;March;2016;11:20;60;0;38,83%;40,43%;37,20%;38,70%;53,16%;34,48%;33,56%;43,27%;39,46%;75,00%;21,79;20,46;22,79;20,32;20,39;1,15;20,86;23,43;20,43;8,77;750,9;7,00;40,00;4,57;
Τρίτη;29;March;2016;11:30;50;0;38,90%;40,19%;37,23%;38,63%;52,57%;29,38%;33,56%;43,43%;39,59%;74,50%;21,79;20,73;22,79;20,39;20,39;1,19;20,89;23,50;20,50;8,85;751,0;7,00;40,00;4,55;
Τρίτη;29;March;2016;11:40;70;0;38,93%;39,93%;37,29%;38,59%;51,73%;26,99%;33,50%;43,91%;39,59%;74,00%;21,79;20,79;22,73;20,39;20,39;1,15;20,89;23,58;20,50;8,93;751,0;7,00;40,00;4,53;
Τρίτη;29;March;2016;11:50;80;0;39,00%;39,86%;37,40%;38,59%;51,27%;27,30%;33,50%;44,08%;39,46%;73,50%;21,79;20,67;22,70;20,39;20,46;1,13;20,89;23,60;20,50;9,02;751,1;7,00;40,00;4,52;
Τρίτη;29;March;2016;12:00;90;0;38,90%;39,86%;37,40%;38,59%;50,80%;29,31%;33,50%;44,00%;39,40%;73,00%;21,79;20,60;22,70;20,39;20,46;1,13;20,89;23,62;20,50;9,10;751,2;7,00;40,00;4,50;
Τρίτη;29;March;2016;12:10;160;0;38,83%;39,83%;37,40%;38,70%;50,46%;26,67%;33,43%;43,92%;39,40%;71,83%;21,79;20,70;22,70;20,39;20,46;1,16;20,89;23,70;20,50;9,13;751,2;7,00;40,00;4,30;
Τρίτη;29;March;2016;12:20;90;0;39,13%;39,63%;37,40%;38,70%;50,57%;23,02%;33,29%;43,64%;39,53%;70,67%;21,79;20,76;22,70;20,39;20,39;1,17;20,93;23,70;20,50;9,17;751,2;7,00;40,00;4,10;
Τρίτη;29;March;2016;12:30;120;0;39,53%;39,66%;37,43%;38,79%;51,36%;23,69%;33,23%;43,43%;39,59%;69,50%;21,86;20,79;22,70;20,50;20,39;1,21;21,00;23,73;20,50;9,20;751,2;7,00;40,00;3,90;
Τρίτη;29;March;2016;12:40;80;0;39,73%;39,86%;37,43%;38,79%;52,23%;22,38%;33,20%;43,22%;39,50%;68,33%;21,89;20,79;22,70;20,50;20,39;1,23;21,10;23,78;20,50;9,23;751,2;7,00;40,00;3,70;
Τρίτη;29;March;2016;12:50;80;0;39,73%;40,13%;37,50%;38,70%;52,63%;24,34%;33,20%;43,05%;39,50%;67,17%;21,89;20,79;22,70;20,50;20,39;1,18;21,10;23,79;20,50;9,27;751,2;7,00;40,00;3,50;
Τρίτη;29;March;2016;13:00;90;0;40,47%;40,40%;37,56%;38,76%;53,07%;25,23%;33,20%;42,93%;39,50%;66,00%;22,00;20,86;22,70;20,50;20,29;1,23;21,13;23,82;20,50;9,30;751,2;7,00;40,00;3,30;
Τρίτη;29;March;2016;13:10;100;0;40,13%;40,43%;37,63%;38,93%;53,26%;21,97%;33,13%;42,82%;39,53%;65,00%;22,00;20,89;22,70;20,60;20,29;1,27;21,20;23,85;20,50;9,62;751,2;7,17;38,17;3,37;
Τρίτη;29;March;2016;13:20;110;0;39,76%;40,16%;37,70%;39,19%;53,43%;18,17%;33,06%;42,74%;39,53%;64,00%;22,00;20,96;22,70;20,67;20,29;1,28;21,20;23,88;20,50;9,93;751,2;7,33;36,33;3,43;
Τρίτη;29;March;2016;13:30;130;0;39,70%;39,97%;37,70%;39,43%;53,50%;18,27%;33,00%;42,65%;39,36%;63,00%;22,07;21,03;22,70;20,70;20,29;1,30;21,20;23,91;20,50;1,03;751,2;7,50;34,50;3,50;
Τρίτη;29;March;2016;13:40;120;0;39,59%;39,83%;37,70%;39,63%;53,59%;18,04%;33,00%;42,52%;39,49%;62,00%;22,10;21,10;22,70;20,76;20,29;1,34;21,23;23,96;20,50;1,06;751,2;7,67;32,67;3,57;
Τρίτη;29;March;2016;13:50;120;0;39,52%;39,66%;37,70%;39,73%;53,53%;15,48%;33,00%;42,38%;39,96%;61,00%;22,10;21,13;22,70;20,82;20,29;1,33;21,29;24,03;20,50;1,09;751,2;7,83;30,83;3,63;
Τρίτη;29;March;2016;14:00;100;10;39,43%;39,52%;37,70%;39,79%;53,50%;15,94%;32,97%;42,31%;39,96%;60,00%;22,10;21,18;22,70;20,89;20,29;1,27;21,29;24,10;20,50;1,12;751,2;8,00;29,00;3,70;
Τρίτη;29;March;2016;14:10;120;0;39,29%;39,50%;37,70%;39,79%;53,47%;21,47%;32,83%;42,29%;39,59%;60,00%;22,13;21,10;22,70;20,93;20,26;1,20;21,23;24,20;20,57;1,11;751,2;7,67;30,83;3,55;
Τρίτη;29;March;2016;14:20;110;0;39,29%;39,59%;37,70%;39,79%;53,40%;26,14%;32,90%;42,34%;39,46%;60,00%;22,20;21,10;22,79;20,93;20,20;1,14;21,29;24,20;20,57;1,09;751,2;7,33;32,67;3,40;
Τρίτη;29;March;2016;14:30;110;0;39,20%;39,53%;37,70%;39,90%;53,33%;26,07%;32,90%;42,47%;39,76%;60,00%;22,20;21,10;22,79;21,00;20,23;1,15;21,29;24,27;20,57;1,08;751,2;7,00;34,50;3,25;
Τρίτη;29;March;2016;14:40;110;0;39,20%;39,43%;37,73%;39,90%;53,27%;22,28%;32,86%;42,37%;40,36%;60,00%;22,20;21,10;22,79;21,00;20,23;1,21;21,39;24,31;20,57;1,06;751,2;6,67;36,33;3,10;
Τρίτη;29;March;2016;14:50;100;0;39,20%;39,43%;37,79%;40,00%;53,06%;19,02%;32,86%;42,29%;40,77%;60,00%;22,20;21,17;22,79;21,10;20,20;1,28;21,46;24,36;20,60;1,04;751,2;6,33;38,17;2,95;
Τρίτη;29;March;2016;15:00;110;0;39,20%;39,40%;37,79%;40,00%;53,00%;16,28%;32,79%;42,21%;41,03%;60,00%;22,26;21,13;22,79;21,10;20,20;1,30;21,50;24,39;20,60;1,03;751,2;6,00;40,00;2,80;
Τρίτη;29;March;2016;15:10;110;0;39,20%;39,40%;37,79%;40,00%;52,86%;15,40%;32,70%;42,08%;41,23%;62,00%;22,29;21,20;22,79;21,15;20,20;1,30;21,53;24,48;20,60;1,04;751,3;5,67;40,00;3,35;
Τρίτη;29;March;2016;15:20;110;0;39,13%;39,26%;37,79%;40,03%;52,73%;15,44%;32,70%;41,95%;41,29%;64,00%;22,29;21,20;22,79;21,20;20,20;1,34;21,53;24,52;20,60;1,05;751,3;5,33;40,00;3,90;
Τρίτη;29;March;2016;15:30;110;0;39,06%;39,20%;37,79%;40,09%;52,76%;15,10%;32,66%;41,83%;41,29%;66,00%;22,29;21,26;22,79;21,20;20,20;1,38;21,63;24,54;20,60;1,07;751,4;5,00;40,00;4,45;
Τρίτη;29;March;2016;15:40;110;0;39,00%;39,06%;37,90%;40,13%;52,70%;14,18%;32,59%;41,72%;41,36%;68,00%;22,29;21,29;22,82;21,23;20,20;1,39;21,70;24,61;20,60;1,08;751,5;4,67;40,00;5,00;
Τρίτη;29;March;2016;15:50;100;10;39,00%;39,06%;37,90%;40,13%;52,66%;12,89%;32,52%;41,73%;41,45%;70,00%;22,39;21,29;22,89;21,29;20,20;1,38;21,70;24,70;20,60;1,09;751,5;4,33;40,00;5,55;
Τρίτη;29;March;2016;16:00;110;20;38,93%;39,09%;37,90%;40,06%;52,55%;13,26%;32,50%;41,66%;41,53%;72,00%;22,39;21,29;22,79;21,26;20,20;1,34;21,70;24,70;20,60;1,10;751,6;4,00;40,00;6,10;
Τρίτη;29;March;2016;16:10;110;30;38,90%;39,16%;37,90%;39,86%;52,23%;13,31%;32,36%;41,64%;41,59%;70,17%;22,39;21,29;22,86;21,26;20,20;1,34;21,70;24,73;20,60;1,11;751,5;4,33;38,00;5,80;
Τρίτη;29;March;2016;16:20;90;20;38,90%;39,13%;37,90%;39,90%;51,91%;13,36%;32,23%;41,62%;41,59%;68,33%;22,39;21,23;22,79;21,29;20,20;1,33;21,70;24,76;20,60;1,12;751,5;4,67;36,00;5,50;
